province,city,link,zip
Cebu,Carmen,Katanayanan,9408
Cebu,Carmen,Katipunan,6319
Cebu,Carmen,Kib-Ayao,9408
Cebu,Carmen,Kibenes,9408
Cebu,Carmen,Kibugtongan,9408
Cebu,Carmen,Kilala,9408
Cebu,Carmen,Kimadzil,9408
Cebu,Carmen,Kitulaan,9408
Cebu,Carmen,La Libertad,6319
Cebu,Carmen,La Paz,6319
Cebu,Carmen,La Paz,8101
Cebu,Carmen,La Salvacion,6319
Cebu,Carmen,La Victoria,6319
Cebu,Carmen,Langogan,9408
Cebu,Carmen,Lanipga,6005
Cebu,Carmen,Lanoon,9408
Cebu,Carmen,Liboron,6005
Cebu,Carmen,Liliongan,9408
Cebu,Carmen,Lower Natimao-an,6005
Cebu,Carmen,Luyang,6005
Cebu,Carmen,Mabaus,8101
Cebu,Carmen,Mabuhay,8101
Cebu,Carmen,Macabenban,9408
Cebu,Carmen,Magsaysay,8101
Cebu,Carmen,Malapag,9408
Cebu,Carmen,Manarapan,9408
Cebu,Carmen,Mangalcal,8101
Cebu,Carmen,Manili,9408
Cebu,Carmen,Manoligao,8603
Cebu,Carmen,Matin-ao,6319
Cebu,Carmen,Minda,8101
Cebu,Carmen,Montehermoso,6319
Cebu,Carmen,Montesuerte,6319
Cebu,Carmen,Montesunting,6319
Cebu,Carmen,Montevideo,6319
Cebu,Carmen,Nasapian,9408
Cebu,Carmen,New Camiling,8101
Cebu,Carmen,Nueva Fuerza,6319
Cebu,Carmen,Nueva Vida Este,6319
Cebu,Carmen,Nueva Vida Norte,6319
Cebu,Carmen,Nueva Vida Sur,6319
Cebu,Carmen,Palanggalan,9408
Cebu,Carmen,Pebpoloan,9408
Cebu,Carmen,Poblacion,6005
Cebu,Carmen,Poblacion,9408
Cebu,Carmen,Poblacion (Carmen),8603
Cebu,Carmen,Poblacion Norte,6319
Cebu,Carmen,Poblacion Sur,6319
Cebu,Carmen,Puente,6005
Cebu,Carmen,Puyat,8315
Cebu,Carmen,Ranzo,9408
Cebu,Carmen,Rojales,8603
Cebu,Carmen,Sac-on,6005
Cebu,Carmen,Salvacion,8101
Cebu,Carmen,San Agustin,8603
Cebu,Carmen,San Isidro,8101
Cebu,Carmen,San Vicente,8315
Cebu,Carmen,Santa Cruz,8315
Cebu,Carmen,Santo Ni,8101
Cebu,Carmen,Taba,8101
Cebu,Carmen,Tacupan,9408
Cebu,Carmen,Tagcatong,8603
Cebu,Carmen,Tambad,9408
Cebu,Carmen,Tambo-an,6319
Cebu,Carmen,Tibulao,8101
Cebu,Carmen,Tonganon,9408
Cebu,Carmen,Triumfo,6005
Cebu,Carmen,Tubod,8101
Cebu,Carmen,Tuganay,8101
Cebu,Carmen,Tupig,9408
Cebu,Carmen,Ugalingan (Lumayong),9408
Cebu,Carmen,Upper Natimao-an,6005
Cebu,Carmen,Vallehermoso,6319
Cebu,Carmen,Villaflor,6319
Cebu,Carmen,Villafuerte,6319
Cebu,Carmen,Villarcayo,6319
Cebu,Carmen,Vinapor,8603
Cebu,Catmon,Agsuwao,6006
Cebu,Catmon,Amancion,6006
Cebu,Catmon,Anapog,6006
Cebu,Catmon,Bactas,6006
Cebu,Catmon,Basak,6006
Cebu,Catmon,Binongkalan,6006
Cebu,Catmon,Bongyas,6006
Cebu,Catmon,Cabungaan,6006
Cebu,Catmon,Cambangkaya,6006
Cebu,Catmon,Can-ibuang,6006
Cebu,Catmon,Catmondaan,6006
Cebu,Catmon,Corazon (Pob.),6006
Cebu,Catmon,Duyan,6006
Cebu,Catmon,Flores (Pob.),6006
Cebu,Catmon,Ginabucan,6006
Cebu,Catmon,Macaas,6006
Cebu,Catmon,Panalipan,6006
Cebu,Catmon,San Jose Pob. (Catadman),6006
Cebu,Catmon,Tabili,6006
Cebu,Catmon,Tinabyonan,6006
Cebu,Cebu City,Adlaon,6000
Cebu,Cebu City,Agsungot,6000
Cebu,Cebu City,Apas,6000
Cebu,Cebu City,Babag,6000
Cebu,Cebu City,Bacayan,6000
Cebu,Cebu City,Banilad,6000
Cebu,Cebu City,Basak Pardo,6000
Cebu,Cebu City,Basak San Nicolas,6000
Cebu,Cebu City,Binaliw,6000
Cebu,Cebu City,Bonbon,6000
Cebu,Cebu City,Budla-an (Pob.),6000
Cebu,Cebu City,Buhisan,6000
Cebu,Cebu City,Bulacao,6000
Cebu,Cebu City,Buot-Taup Pardo,6000
Cebu,Cebu City,Busay (Pob.),6000
Cebu,Cebu City,Calamba,6000
Cebu,Cebu City,Cambinocot,6000
Cebu,Cebu City,Camputhaw (Pob.),6000
Cebu,Cebu City,Capitol Site (Pob.),6000
Cebu,Cebu City,Carreta,6000
Cebu,Cebu City,Central (Pob.),6000
Cebu,Cebu City,Cogon Pardo,6000
Cebu,Cebu City,Cogon Ramos (Pob.),6000
Cebu,Cebu City,Day-as,6000
Cebu,Cebu City,Duljo (Pob.),6000
Cebu,Cebu City,Ermita (Pob.),6000
Cebu,Cebu City,Guadalupe,6000
Cebu,Cebu City,Guba,6000
Cebu,Cebu City,Hippodromo,6000
Cebu,Cebu City,Inayawan,6000
Cebu,Cebu City,Kalubihan (Pob.),6000
Cebu,Cebu City,Kalunasan,6000
Cebu,Cebu City,Kamagayan (Pob.),6000
Cebu,Cebu City,Kasambagan,6000
Cebu,Cebu City,Kinasang-an Pardo,6000
Cebu,Cebu City,Labangon,6000
Cebu,Cebu City,Lahug (Pob.),6000
Cebu,Cebu City,Lorega (Lorega San Miguel),6000
Cebu,Cebu City,Lusaran,6000
Cebu,Cebu City,Luz,6000
Cebu,Cebu City,Mabini,6000
Cebu,Cebu City,Mabolo,6000
Cebu,Cebu City,Malubog,6000
Cebu,Cebu City,Mambaling,6000
Cebu,Cebu City,Pahina Central (Pob.),6000
Cebu,Cebu City,Pahina San Nicolas,6000
Cebu,Cebu City,Pamutan,6000
Cebu,Cebu City,Pardo (Pob.),6000
Cebu,Cebu City,Pari-an,6000
Cebu,Cebu City,Paril,6000
Cebu,Cebu City,Pasil,6000
Cebu,Cebu City,Pit-os,6000
Cebu,Cebu City,Pulangbato,6000
Cebu,Cebu City,Pung-ol-Sibugay,6000
Cebu,Cebu City,Punta Princesa,6000
Cebu,Cebu City,Quiot Pardo,6000
Cebu,Cebu City,Sambag I (Pob.),6000
Cebu,Cebu City,Sambag II (Pob.),6000
Cebu,Cebu City,San Antonio (Pob.),6000
Cebu,Cebu City,San Jose,6000
Cebu,Cebu City,San Nicolas Central,6000
Cebu,Cebu City,San Roque (Ciudad),6000
Cebu,Cebu City,Santa Cruz (Pob.),6000
Cebu,Cebu City,Sapangdaku,6000
Cebu,Cebu City,Sawang Calero (Pob.),6000
Cebu,Cebu City,Sinsin,6000
Cebu,Cebu City,Sirao,6000
Cebu,Cebu City,Suba Pob. (Suba San Nicolas),6000
Cebu,Cebu City,Sudlon I,6000
Cebu,Cebu City,Sudlon II,6000
Cebu,Cebu City,T. Padilla,6000
Cebu,Cebu City,Tabunan,6000
Cebu,Cebu City,Tagbao,6000
Cebu,Cebu City,Talamban,6000
Cebu,Cebu City,Taptap,6000
Cebu,Cebu City,Tejero (Villa Gonzalo),6000
Cebu,Cebu City,Tinago,6000
Cebu,Cebu City,Tisa,6000
Cebu,Cebu City,To-ong Pardo,6000
Cebu,Cebu City,Zapatera,6000
Cebu,Compostela,Aurora,8803
Cebu,Compostela,Bagalnga,6003
Cebu,Compostela,Bagongon,8803
Cebu,Compostela,Basak,6003
Cebu,Compostela,Buluang,6003
Cebu,Compostela,Cabadiangan,6003
Cebu,Compostela,Cambayog,6003
Cebu,Compostela,Canamucan,6003
Cebu,Compostela,Cogon,6003
Cebu,Compostela,Dapdap,6003
Cebu,Compostela,Estaca,6003
Cebu,Compostela,Gabi,8803
Cebu,Compostela,Lagab,8803
Cebu,Compostela,Lupa,6003
Cebu,Compostela,Magay,6003
Cebu,Compostela,Mangayon,8803
Cebu,Compostela,Mapaca,8803
Cebu,Compostela,Maparat,8803
Cebu,Compostela,Mulao,6003
Cebu,Compostela,New Alegria,8803
Cebu,Compostela,Ngan,8803
Cebu,Compostela,Osme,8803
Cebu,Compostela,Panangban,6003
Cebu,Compostela,Panansalan,8803
Cebu,Compostela,Poblacion,6003
Cebu,Compostela,Poblacion,8803
Cebu,Compostela,San Jose,8803
Cebu,Compostela,San Miguel,8803
Cebu,Compostela,Siocon,8803
Cebu,Compostela,Tag-ube,6003
Cebu,Compostela,Tamia,8803
Cebu,Compostela,Tamiao,6003
Cebu,Compostela,Tubigan,6003
Cebu,Consolacion,Cabangahan,6001
Cebu,Consolacion,Cansaga,6001
Cebu,Consolacion,Casili,6001
Cebu,Consolacion,Danglag,6001
Cebu,Consolacion,Garing,6001
Cebu,Consolacion,Jugan,6001
Cebu,Consolacion,Lamac,6001
Cebu,Consolacion,Lanipga,6001
Cebu,Consolacion,Nangka,6001
Cebu,Consolacion,Panas,6001
Cebu,Consolacion,Panoypoy,6001
Cebu,Consolacion,Pitogo,6001
Cebu,Consolacion,Poblacion Occidental,6001
Cebu,Consolacion,Poblacion Oriental,6001
Cebu,Consolacion,Polog,6001
Cebu,Consolacion,Pulpogan,6001
Cebu,Consolacion,Sacsac,6001
Cebu,Consolacion,Tayud,6001
Cebu,Consolacion,Tilhaong,6001
Cebu,Consolacion,Tolotolo,6001
Cebu,Consolacion,Tugbongan,6001
Cebu,Cordoba,Alegria,6017
Cebu,Cordoba,Bangbang,6017
Cebu,Cordoba,Buagsong,6017
Cebu,Cordoba,Catarman,6017
Cebu,Cordoba,Cogon,6017
Cebu,Cordoba,Dapitan,6017
Cebu,Cordoba,Day-as,6017
Cebu,Cordoba,Gabi,6017
Cebu,Cordoba,Gilutongan,6017
Cebu,Cordoba,Ibabao,6017
Cebu,Cordoba,Pilipog,6017
Cebu,Cordoba,Poblacion,6017
Cebu,Cordoba,San Miguel,6017
Cebu,Daanbantayan,Aguho,6013
Cebu,Daanbantayan,Bagay,6013
Cebu,Daanbantayan,Bakhawan,6013
Cebu,Daanbantayan,Bateria,6013
Cebu,Daanbantayan,Bitoon,6013
Cebu,Daanbantayan,Calape,6013
Cebu,Daanbantayan,Carnaza,6013
Cebu,Daanbantayan,Dalingding,6013
Cebu,Daanbantayan,Lanao,6013
Cebu,Daanbantayan,Logon,6013
Cebu,Daanbantayan,Malbago,6013
Cebu,Daanbantayan,Malingin,6013
Cebu,Daanbantayan,Maya,6013
Cebu,Daanbantayan,Pajo,6013
Cebu,Daanbantayan,Paypay,6013
Cebu,Daanbantayan,Poblacion,6013
Cebu,Daanbantayan,Talisay,6013
Cebu,Daanbantayan,Tapilon,6013
Cebu,Daanbantayan,Tinubdan,6013
Cebu,Daanbantayan,Tominjao,6013
Cebu,Danao City,Baliang,6004
Cebu,Danao City,Bayabas,6004
Cebu,Danao City,Binaliw,6004
Cebu,Danao City,Cabungahan,6004
Cebu,Danao City,Cagat-Lamac,6004
Cebu,Danao City,Cahumayan,6004
Cebu,Danao City,Cambanay,6004
Cebu,Danao City,Cambubho,6004
Cebu,Danao City,Cogon-Cruz,6004
Cebu,Danao City,Danasan,6004
Cebu,Danao City,Dungga,6004
Cebu,Danao City,Dunggoan,6004
Cebu,Danao City,Guinacot,6004
Cebu,Danao City,Guinsay,6004
Cebu,Danao City,Ibo,6004
Cebu,Danao City,Langosig,6004
Cebu,Danao City,Lawaan,6004
Cebu,Danao City,Licos,6004
Cebu,Danao City,Looc,6004
Cebu,Danao City,Magtagobtob,6004
Cebu,Danao City,Malapoc,6004
Cebu,Danao City,Manlayag,6004
Cebu,Danao City,Mantija,6004
Cebu,Danao City,Masaba,6004
Cebu,Danao City,Maslog,6004
Cebu,Danao City,Nangka,6004
Cebu,Danao City,Oguis,6004
Cebu,Danao City,Pili,6004
Cebu,Danao City,Poblacion,6004
Cebu,Danao City,Quisol,6004
Cebu,Danao City,Sabang,6004
Cebu,Danao City,Sacsac,6004
Cebu,Danao City,Sandayong Norte,6004
Cebu,Danao City,Sandayong Sur,6004
Cebu,Danao City,Santa Rosa,6004
Cebu,Danao City,Santican,6004
Cebu,Danao City,Sibacan,6004
Cebu,Danao City,Suba,6004
Cebu,Danao City,Taboc,6004
Cebu,Danao City,Taytay,6004
Cebu,Danao City,Togonon,6004
Cebu,Danao City,Tuburan Sur,6004
Cebu,Lapu-lapu City (Opon),Agus,6015
Cebu,Lapu-lapu City (Opon),Babag,6015
Cebu,Lapu-lapu City (Opon),Bankal,6015
Cebu,Lapu-lapu City (Opon),Baring,6015
Cebu,Lapu-lapu City (Opon),Basak,6015
Cebu,Lapu-lapu City (Opon),Buaya,6015
Cebu,Lapu-lapu City (Opon),Calawisan,6015
Cebu,Lapu-lapu City (Opon),Canjulao,6015
Cebu,Lapu-lapu City (Opon),Caubian,6015
Cebu,Lapu-lapu City (Opon),Cawhagan,6015
Cebu,Lapu-lapu City (Opon),Caw-oy,6015
Cebu,Lapu-lapu City (Opon),Gun-ob,6015
Cebu,Lapu-lapu City (Opon),Ibo,6015
Cebu,Lapu-lapu City (Opon),Looc,6015
Cebu,Lapu-lapu City (Opon),Mactan,6015
Cebu,Lapu-lapu City (Opon),Maribago,6015
Cebu,Lapu-lapu City (Opon),Marigondon,6015
Cebu,Lapu-lapu City (Opon),Pajac,6015
Cebu,Lapu-lapu City (Opon),Pajo,6015
Cebu,Lapu-lapu City (Opon),Pangan-an,6015
Cebu,Lapu-lapu City (Opon),Poblacion,6015
Cebu,Lapu-lapu City (Opon),Punta Enga,6015
Cebu,Lapu-lapu City (Opon),Pusok,6015
Cebu,Lapu-lapu City (Opon),Sabang,6015
Cebu,Lapu-lapu City (Opon),San Vicente,6015
Cebu,Lapu-lapu City (Opon),Santa Rosa,6015
Cebu,Lapu-lapu City (Opon),Subabasbas,6015
Cebu,Lapu-lapu City (Opon),Talima,6015
Cebu,Lapu-lapu City (Opon),Tingo,6015
Cebu,Lapu-lapu City (Opon),Tungasan,6015
Cebu,Liloan,Amaga,6612
Cebu,Liloan,Anilao,6612
Cebu,Liloan,Bahay,6612
Cebu,Liloan,Cabadiangan,6002
Cebu,Liloan,Cagbungalon,6612
Cebu,Liloan,Calero,6002
Cebu,Liloan,Calian,6612
Cebu,Liloan,Caligangan,6612
Cebu,Liloan,Candayuman,6612
Cebu,Liloan,Catarman,6002
Cebu,Liloan,Catig,6612
Cebu,Liloan,Cotcot,6002
Cebu,Liloan,Estela,6612
Cebu,Liloan,Fatima,6612
Cebu,Liloan,Gud-an,6612
Cebu,Liloan,Guintoylan,6612
Cebu,Liloan,Himayangan,6612
Cebu,Liloan,Ilag,6612
Cebu,Liloan,Jubay,6002
Cebu,Liloan,Lataban,6002
Cebu,Liloan,Magaupas,6612
Cebu,Liloan,Malangsa,6612
Cebu,Liloan,Molopolo,6612
Cebu,Liloan,Mulao,6002
Cebu,Liloan,Pandan,6612
Cebu,Liloan,Poblacion,6002
Cebu,Liloan,Poblacion,6612
Cebu,Liloan,Pres. Quezon (Maugoc),6612
Cebu,Liloan,President Roxas,6612
Cebu,Liloan,San Isidro,6612
Cebu,Liloan,San Roque,6002
Cebu,Liloan,San Roque,6612
Cebu,Liloan,San Vicente,6002
Cebu,Liloan,Santa Cruz,6002
Cebu,Liloan,Tabla,6002
Cebu,Liloan,Tabugon,6612
Cebu,Liloan,Tayud,6002
Cebu,Liloan,Yati,6002
Cebu,Mandaue City,Alang-alang,6014
Cebu,Mandaue City,Bakilid,6014
Cebu,Mandaue City,Banilad,6014
Cebu,Mandaue City,Basak,6014
Cebu,Mandaue City,Cabancalan,6014
Cebu,Mandaue City,Cambaro,6014
Cebu,Mandaue City,Canduman,6014
Cebu,Mandaue City,Casili,6014
Cebu,Mandaue City,Casuntingan,6014
Cebu,Mandaue City,Centro (Pob.),6014
Cebu,Mandaue City,Cubacub,6014
Cebu,Mandaue City,Guizo,6014
Cebu,Mandaue City,Ibabao-Estancia,6014
Cebu,Mandaue City,Jagobiao,6014
Cebu,Mandaue City,Labogon,6014
Cebu,Mandaue City,Looc,6014
Cebu,Mandaue City,Maguikay,6014
Cebu,Mandaue City,Mantuyong,6014
Cebu,Mandaue City,Opao,6014
Cebu,Mandaue City,Pagsabungan,6014
Cebu,Mandaue City,Pakna-an,6014
Cebu,Mandaue City,Subangdaku,6014
Cebu,Mandaue City,Tabok,6014
Cebu,Mandaue City,Tawason,6014
Cebu,Mandaue City,Tingub,6014
Cebu,Mandaue City,Tipolo,6014
Cebu,Mandaue City,Umapad,6014
Cebu,Medellin,Antipolo,6012
Cebu,Medellin,Canhabagat,6012
Cebu,Medellin,Caputatan Norte,6012
Cebu,Medellin,Caputatan Sur,6012
Cebu,Medellin,Curva,6012
Cebu,Medellin,Daanlungsod,6012
Cebu,Medellin,Dalingding Sur,6012
Cebu,Medellin,Dayhagon,6012
Cebu,Medellin,Don Virgilio Gonzales,6012
Cebu,Medellin,Gibitngil,6012
Cebu,Medellin,Kawit,6012
Cebu,Medellin,Lamintak Norte,6012
Cebu,Medellin,Lamintak Sur,6012
Cebu,Medellin,Luy-a,6012
Cebu,Medellin,Maharuhay,6012
Cebu,Medellin,Mahawak,6012
Cebu,Medellin,Panugnawan,6012
Cebu,Medellin,Poblacion,6012
Cebu,Medellin,Tindog,6012
Cebu,San Fernando,Agtiwa,5513
Cebu,San Fernando,Alianza,4415
Cebu,San Fernando,Altavista,5416
Cebu,San Fernando,Azarga,5513
Cebu,San Fernando,Balud,6018
Cebu,San Fernando,Balungag,6018
Cebu,San Fernando,Basak,6018
Cebu,San Fernando,Bayanihan Pob. (District 4),5416
Cebu,San Fernando,Baybaydagat Pob. (District 1),5416
Cebu,San Fernando,Beberon,4415
Cebu,San Fernando,Benitinan,5416
Cebu,San Fernando,Bical,4415
Cebu,San Fernando,Bocal,4415
Cebu,San Fernando,Bonacao,8711
Cebu,San Fernando,Bonifacio (Pob.),4415
Cebu,San Fernando,Buenasuerte,5416
Cebu,San Fernando,Buenavista,5416
Cebu,San Fernando,Buenavista (Pob.),4415
Cebu,San Fernando,Buenos Aires,5416
Cebu,San Fernando,Bugho,6018
Cebu,San Fernando,Bulalang,8711
Cebu,San Fernando,Buyo,5416
Cebu,San Fernando,Ca,5416
Cebu,San Fernando,Cabatbatan,6018
Cebu,San Fernando,Cabuling,8711
Cebu,San Fernando,Calascagas,4415
Cebu,San Fernando,Campalingo,5513
Cebu,San Fernando,Candelaria,8711
Cebu,San Fernando,Canjalon,5513
Cebu,San Fernando,Cayaga,8711
Cebu,San Fernando,Corbada,5416
Cebu,San Fernando,Cotmo,4415
Cebu,San Fernando,Daculang Tubig,4415
Cebu,San Fernando,Dao,8711
Cebu,San Fernando,Daplian,5416
Cebu,San Fernando,Del Pilar (Pob.),4415
Cebu,San Fernando,Del Rosario,5416
Cebu,San Fernando,Durian,8711
Cebu,San Fernando,Espa,5513
Cebu,San Fernando,G,4415
Cebu,San Fernando,Greenhills,6018
Cebu,San Fernando,Grijalvo,4415
Cebu,San Fernando,Halapitan (Pob.),8711
Cebu,San Fernando,Iglugsad,8711
Cebu,San Fernando,Ilaya,6018
Cebu,San Fernando,Ipil,5416
Cebu,San Fernando,Kalagangan,8711
Cebu,San Fernando,Kawayan,8711
Cebu,San Fernando,Kibongcog,8711
Cebu,San Fernando,Lahong,5416
Cebu,San Fernando,Lantawan,6018
Cebu,San Fernando,Liburon,6018
Cebu,San Fernando,Little Baguio,8711
Cebu,San Fernando,Lumbia,5416
Cebu,San Fernando,Lupi,4415
Cebu,San Fernando,Mabini,5513
Cebu,San Fernando,Mabuhay,8711
Cebu,San Fernando,Mabulo,5513
Cebu,San Fernando,Magkaipit,5416
Cebu,San Fernando,Magkalungay,8711
Cebu,San Fernando,Magsasaka Pob. (District 3),5416
Cebu,San Fernando,Magsico,6018
Cebu,San Fernando,Malayanan,8711
Cebu,San Fernando,Marag,4415
Cebu,San Fernando,Matupe,8711
Cebu,San Fernando,Minio,5416
Cebu,San Fernando,Nacabuklad,8711
Cebu,San Fernando,Namnam,8711
Cebu,San Fernando,Otod,5513
Cebu,San Fernando,Palacpacan,8711
Cebu,San Fernando,Pamukid,4415
Cebu,San Fernando,Panadtaran,6018
Cebu,San Fernando,Panangcalan,5513
Cebu,San Fernando,Pili,5513
Cebu,San Fernando,Pinamasagan,4415
Cebu,San Fernando,Pinamoghaan,5416
Cebu,San Fernando,Pipian,4415
Cebu,San Fernando,Pitalo,6018
Cebu,San Fernando,Planza,4415
Cebu,San Fernando,Poblacion,5513
Cebu,San Fernando,Poblacion North,6018
Cebu,San Fernando,Poblacion South,6018
Cebu,San Fernando,Progreso,5416
Cebu,San Fernando,Resurreccion,5416
Cebu,San Fernando,Rizal (Pob.),4415
Cebu,San Fernando,Sacramento Valley,8711
Cebu,San Fernando,Salvacion,5416
Cebu,San Fernando,San Isidro,6018
Cebu,San Fernando,San Joaquin,4415
Cebu,San Fernando,San Jose,8711
Cebu,San Fernando,Sangat,6018
Cebu,San Fernando,Santa Cruz,4415
Cebu,San Fernando,Santo Domingo,8711
Cebu,San Fernando,Silangan Pob. (District 2),5416
Cebu,San Fernando,Sowa,5416
Cebu,San Fernando,Tabionan,6018
Cebu,San Fernando,Taclobo,5513
Cebu,San Fernando,Tagpocol,4415
Cebu,San Fernando,Talisay,5416
Cebu,San Fernando,Tananas,6018
Cebu,San Fernando,Tinubdan,6018
Cebu,San Fernando,Tonggo,6018
Cebu,San Fernando,Tubod,6018
Cebu,San Fernando,Tugop,8711
Cebu,San Fernando,Valparaiso,5416
Cebu,San Remigio,Agricula,5714
Cebu,San Remigio,Alegria,5714
Cebu,San Remigio,Anapog,6011
Cebu,San Remigio,Aningalan,5714
Cebu,San Remigio,Argawanon,6011
Cebu,San Remigio,Atabay,5714
Cebu,San Remigio,Bagtic,6011
Cebu,San Remigio,Bagumbayan,5714
Cebu,San Remigio,Baladjay,5714
Cebu,San Remigio,Banbanan,5714
Cebu,San Remigio,Bancasan,6011
Cebu,San Remigio,Barangbang,5714
Cebu,San Remigio,Batad,6011
Cebu,San Remigio,Bawang,5714
Cebu,San Remigio,Bugo,5714
Cebu,San Remigio,Bulan-bulan,5714
Cebu,San Remigio,Busogon,6011
Cebu,San Remigio,Cabiawan,5714
Cebu,San Remigio,Cabunga-an,5714
Cebu,San Remigio,Cadolonan,5714
Cebu,San Remigio,Calambua,6011
Cebu,San Remigio,Canagahan,6011
Cebu,San Remigio,Carawisan I,5714
Cebu,San Remigio,Carawisan II,5714
Cebu,San Remigio,Carmelo I,5714
Cebu,San Remigio,Carmelo II,5714
Cebu,San Remigio,Dapdap,6011
Cebu,San Remigio,Gawaygaway,6011
Cebu,San Remigio,General Fullon,5714
Cebu,San Remigio,General Luna,5714
Cebu,San Remigio,Hagnaya,6011
Cebu,San Remigio,Iguirindon,5714
Cebu,San Remigio,Insubuan,5714
Cebu,San Remigio,Kayam,6011
Cebu,San Remigio,Kinawahan,6011
Cebu,San Remigio,La Union,5714
Cebu,San Remigio,Lambusan,6011
Cebu,San Remigio,Lapak,5714
Cebu,San Remigio,Lawis,6011
Cebu,San Remigio,Libaong,6011
Cebu,San Remigio,Looc,6011
Cebu,San Remigio,Lumpatan,5714
Cebu,San Remigio,Luyang,6011
Cebu,San Remigio,Magdalena,5714
Cebu,San Remigio,Mano,6011
Cebu,San Remigio,Maragubdub,5714
Cebu,San Remigio,Nagbangi I (Amatong),5714
Cebu,San Remigio,Nagbangi II,5714
Cebu,San Remigio,Nasuli,5714
Cebu,San Remigio,Orquia (Igcatumbal),5714
Cebu,San Remigio,Osorio I,5714
Cebu,San Remigio,Osorio II,5714
Cebu,San Remigio,Panpanan I,5714
Cebu,San Remigio,Panpanan II,5714
Cebu,San Remigio,Poblacion,6011
Cebu,San Remigio,Poblacion (Calag-itan),5714
Cebu,San Remigio,Punta,6011
Cebu,San Remigio,Ramon Magsaysay,5714
Cebu,San Remigio,Rizal,5714
Cebu,San Remigio,Sab-a,6011
Cebu,San Remigio,San Miguel,6011
Cebu,San Remigio,San Rafael,5714
Cebu,San Remigio,Sinundolan,5714
Cebu,San Remigio,Sumaray,5714
Cebu,San Remigio,Tacup,6011
Cebu,San Remigio,Tambongon,6011
Cebu,San Remigio,To-ong,6011
Cebu,San Remigio,Trinidad,5714
Cebu,San Remigio,Tubudan,5714
Cebu,San Remigio,Victoria,6011
Cebu,San Remigio,Vilvar,5714
Cebu,San Remigio,Walker,5714
Cebu,Sibonga,Abugon,6020
Cebu,Sibonga,Bae,6020
Cebu,Sibonga,Bagacay,6020
Cebu,Sibonga,Bahay,6020
Cebu,Sibonga,Banlot,6020
Cebu,Sibonga,Basak,6020
Cebu,Sibonga,Bato,6020
Cebu,Sibonga,Cagay,6020
Cebu,Sibonga,Can-aga,6020
Cebu,Sibonga,Candaguit,6020
Cebu,Sibonga,Cantolaroy,6020
Cebu,Sibonga,Dugoan,6020
Cebu,Sibonga,Guimbangco-an,6020
Cebu,Sibonga,Lamacan,6020
Cebu,Sibonga,Libo,6020
Cebu,Sibonga,Lindogon,6020
Cebu,Sibonga,Magcagong,6020
Cebu,Sibonga,Manatad,6020
Cebu,Sibonga,Mangyan,6020
Cebu,Sibonga,Papan,6020
Cebu,Sibonga,Poblacion,6020
Cebu,Sibonga,Sabang,6020
Cebu,Sibonga,Sayao,6020
Cebu,Sibonga,Simala,6020
Cebu,Sibonga,Tubod,6020
Cebu,Sogod,Ampongol,6007
Cebu,Sogod,Bagakay,6007
Cebu,Sogod,Bagatayam,6007
Cebu,Sogod,Bawo,6007
Cebu,Sogod,Benit,6606
Cebu,Sogod,Buac Daku,6606
Cebu,Sogod,Buac Gamay,6606
Cebu,Sogod,Cabadbaran,6606
Cebu,Sogod,Cabalawan,6007
Cebu,Sogod,Cabangahan,6007
Cebu,Sogod,Calumboyan,6007
Cebu,Sogod,Concepcion,6606
Cebu,Sogod,Consolacion,6606
Cebu,Sogod,Dagsa,6606
Cebu,Sogod,Dakit,6007
Cebu,Sogod,Damolog,6007
Cebu,Sogod,Hibod-hibod,6606
Cebu,Sogod,Hindangan,6606
Cebu,Sogod,Hipantag,6606
Cebu,Sogod,Ibabao,6007
Cebu,Sogod,Javier,6606
Cebu,Sogod,Kahupian,6606
Cebu,Sogod,Kanangkaan,6606
Cebu,Sogod,Kauswagan,6606
Cebu,Sogod,La Purisima Concepcion,6606
Cebu,Sogod,Libas,6606
Cebu,Sogod,Liki,6007
Cebu,Sogod,Lubo,6007
Cebu,Sogod,Lum-an,6606
Cebu,Sogod,Mabicay,6606
Cebu,Sogod,Mac,6606
Cebu,Sogod,Magatas,6606
Cebu,Sogod,Mahayahay,6606
Cebu,Sogod,Malinao,6606
Cebu,Sogod,Maria Plana,6606
Cebu,Sogod,Milagroso,6606
Cebu,Sogod,Mohon,6007
Cebu,Sogod,Nahus-an,6007
Cebu,Sogod,Olisihan,6606
Cebu,Sogod,Pancho Villa,6606
Cebu,Sogod,Pandan,6606
Cebu,Sogod,Pansoy,6007
Cebu,Sogod,Poblacion,6007
Cebu,Sogod,Rizal,6606
Cebu,Sogod,Salvacion,6606
Cebu,Sogod,San Francisco Mabuhay,6606
Cebu,Sogod,San Isidro,6606
Cebu,Sogod,San Jose,6606
Cebu,Sogod,San Juan (Agata),6606
Cebu,Sogod,San Miguel,6606
Cebu,Sogod,San Pedro,6606
Cebu,Sogod,San Roque,6606
Cebu,Sogod,San Vicente,6606
Cebu,Sogod,Santa Maria,6606
Cebu,Sogod,Suba,6606
Cebu,Sogod,Tabunok,6007
Cebu,Sogod,Takay,6007
Cebu,Sogod,Tampoong,6606
Cebu,Sogod,Zone I (Pob.),6606
Cebu,Sogod,Zone II (Pob.),6606
Cebu,Sogod,Zone III (Pob.),6606
Cebu,Sogod,Zone IV (Pob.),6606
